date,currency,cot_index,cot_index_4w_change,net_pct_change_1w,momentum_acceleration,oi_delta_direction,oi_net_confluence,flip_flag,extreme_flag,usd_index_cot,rank_in_8,spread_vs_usd,weeks_since_flip,lev_funds_net_index,asset_mgr_net_direction,dealer_net_contrarian,lev_vs_assetmgr_divergence,rate_diff_vs_usd,rate_diff_trend_3m,rate_hike_expectation,cpi_diff_vs_usd,cpi_trend,pmi_composite_diff,yield_10y_diff,vix_regime,gold_cot_index,oil_cot_direction,month,quarter,label
2006-03-31,GBP,50.0,0.0,-20.03820439350525,-199.54154727793696,-1,4,0,0,50.0,1.0,0.0,8.0,50.0,0,50.0,0.0,0.0,-0.31367999999999974,1,0.0,0,0.0,-0.5423,0,0.0,0.0,3,1,NEUTRAL
2006-03-31,JPY,50.0,0.0,-3.5972203297451966,-57.87232592996321,1,3,0,0,50.0,1.0,0.0,178.0,50.0,0,50.0,0.0,0.0,4.19,1,0.0,0,0.0,-3.1010000000000004,0,0.0,0.0,3,1,BEAR
2006-03-31,NZD,50.0,0.0,-48.244099021301096,1.6119746689694874,1,3,0,0,50.0,1.0,0.0,107.0,50.0,0,50.0,0.0,0.0,-3.3499999999999996,-1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,BEAR
2006-04-07,AUD,50.0,0.0,56.120612061206124,71.15961596159616,-1,2,0,0,50.0,1.0,0.0,2.0,50.0,0,50.0,0.0,0.9000000000000004,-0.4399999999999995,1,0.0,0,0.0,0.0,0,0.0,0.0,4,2,BULL
2006-04-07,CAD,50.0,0.0,46.92100883369607,99.01421072845986,-1,2,0,0,50.0,1.0,0.0,2.0,50.0,0,50.0,0.0,-0.54,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,4,2,NEUTRAL
2006-04-07,CHF,50.0,0.0,15.897209661409505,12.522333737730232,-1,2,0,0,50.0,1.0,0.0,8.0,50.0,0,50.0,0.0,-3.61449783333333,-0.24898730952380577,-1,0.0,1,0.0,0.0,0,0.0,0.0,4,2,BULL
2006-04-07,EUR,50.0,0.0,28.377153218495017,29.94780818896866,1,1,0,0,50.0,1.0,0.0,156.0,50.0,0,50.0,0.0,0.0,0.0,0,0.0,0,0.0,-1.0749999999999997,0,0.0,0.0,4,2,NEUTRAL
2006-04-07,GBP,50.0,0.0,-70.01909611712284,-53.325907065563335,1,3,0,0,50.0,1.0,0.0,9.0,50.0,0,50.0,0.0,-0.1604000000000001,-0.47407999999999983,-1,0.0,1,0.0,-0.45230000000000015,0,0.0,0.0,4,2,NEUTRAL
2006-04-07,JPY,50.0,0.0,-7.5759568591345525,-4.103643298697882,1,3,0,0,50.0,1.0,0.0,178.0,50.0,0,50.0,0.0,-4.69,-0.5,-1,0.0,-1,0.0,-3.014,0,0.0,0.0,4,2,BEAR
2006-04-07,NZD,50.0,0.0,-56.84093437152391,36.373748609566185,1,3,0,0,50.0,1.0,0.0,107.0,50.0,0,50.0,0.0,2.6799999999999997,-0.6699999999999999,1,0.0,0,0.0,0.0,0,0.0,0.0,4,2,NEUTRAL
2006-04-14,AUD,50.0,0.0,218.58119658119656,90.68376068376068,-1,2,1,0,50.0,1.0,0.0,0.0,50.0,0,50.0,0.0,0.9000000000000004,-0.4399999999999995,1,0.0,0,0.0,0.0,0,0.0,0.0,4,2,BULL
